transaction_id,customer_id,persona,timestamp,amount_ratio,amount_zscore,is_unusual_hour,is_new_merchant,is_new_beneficiary,transaction_velocity,days_since_last_transaction,hour,amount,is_fraud
T0004162,C0121,high_business,2026-01-04 11:41:00.000000000,0.6037431978080757,-0.5729605232503733,0,1,0,1,-0.038,11,14139.97,0
T0001381,C0040,high_business,2026-01-04 11:50:00.000000000,0.9497889075446957,-0.24101324378546052,0,1,1,0,0.0,11,11397.47,0
T0001469,C0043,high_business,2026-01-04 12:07:00.000000000,0.5585776106025064,-2.6754048230275322,0,1,1,1,-0.07,12,8463.67,0
T0001382,C0040,high_business,2026-01-04 12:27:00.000000000,1.2810579509270563,1.2813394760052454,0,1,0,1,0.026,12,14600.82,0
T0004161,C0121,high_business,2026-01-04 12:36:00.000000000,3.868755286417615,13.738049593946725,0,0,0,0,0.15,12,46317.26,0
T0001386,C0040,high_business,2026-01-04 12:39:00.000000000,2.6515398602295757,8.68872734771884,0,0,0,2,0.122,12,33453.42,0
T0006086,C0175,high_business,2026-01-04 12:40:00.000000000,0.9547313263764805,-0.20188768405750762,0,0,0,0,0.098,12,10685.09,0
T0005719,C0166,high_business,2026-01-04 12:58:00.000000000,0.8685652042832624,-0.8530572614750177,0,1,0,0,0.158,12,14093.22,0
T0005038,C0148,high_business,2026-01-04 13:04:00.000000000,1.308797605851055,1.886665435678464,0,1,0,1,0.132,13,14957.63,0
T0000710,C0020,mid_weekend,2026-01-04 13:27:00.000000000,1.138320952673051,0.5069515629990102,0,1,1,0,0.899,13,2503.19,0
T0001468,C0043,high_business,2026-01-04 13:48:00.000000000,1.2626817718923964,1.2608725050835026,0,1,1,0,0.0,13,15152.18,0
T0005039,C0148,high_business,2026-01-04 13:57:00.000000000,1.1255345617281207,0.6958667571069648,0,1,0,2,0.037,13,13657.63,0
T0004752,C0140,mid_weekend,2026-01-04 13:58:00.000000000,0.7068201040660853,-1.2215828997246445,0,1,1,0,0.0,13,1767.05,0
T0001236,C0035,mid_weekend,2026-01-04 14:00:00.000000000,0.8395221359831314,-1.1598885263426346,0,1,1,1,-0.056,14,1883.91,0
T0004753,C0140,mid_weekend,2026-01-04 14:49:00.000000000,1.5065471287198278,1.4918237259838558,0,1,0,1,0.035,14,2662.14,0
T0005036,C0148,high_business,2026-01-04 15:20:00.000000000,1.1130725806623973,0.516704081818671,0,0,0,0,1.136,15,12715.93,0
T0001235,C0035,mid_weekend,2026-01-04 15:21:00.000000000,0.8691226055905779,-0.5118150554914727,0,0,0,0,1.113,15,2039.3,0
T0000711,C0020,mid_weekend,2026-01-04 15:36:00.000000000,1.0599822663300815,0.23504134387572775,0,1,0,0,0.09,15,2492.13,0
T0003330,C0098,mid_weekend,2026-01-04 16:46:00.000000000,0.6900649372372829,-0.5868275550829458,0,0,0,0,2.056,16,2716.95,0
T0001838,C0053,mid_weekend,2026-01-04 18:21:00.000000000,0.9277066735056847,-0.3012221937263136,0,1,1,0,0.0,18,2319.27,0
T0005109,C0150,low_evening_shopper,2026-01-04 18:24:00.000000000,0.7035501570673903,-1.1946028882545416,0,1,0,0,0.9,18,510.32,0
T0005809,C0168,low_evening_shopper,2026-01-04 18:59:00.000000000,3.2851580184477824,8.886725627296933,0,1,1,0,0.0,18,2299.61,0
T0001549,C0045,low_evening_shopper,2026-01-04 19:08:00.000000000,0.8321815444682669,-0.6526273270678511,0,1,1,0,0.0,19,582.53,0
T0000763,C0021,low_evening_shopper,2026-01-04 19:50:00.000000000,1.49560936563063,1.9273697552302274,0,1,1,0,0.0,19,1046.93,0
T0000417,C0012,low_evening_shopper,2026-01-04 20:08:00.000000000,0.843595498170412,-0.6082397293372865,0,1,1,0,0.0,20,590.52,0
T0003076,C0090,low_evening_shopper,2026-01-04 20:12:00.000000000,1.0761913067489595,0.2962995262459534,0,1,1,0,0.0,20,753.33,0
T0003587,C0105,low_evening_shopper,2026-01-04 21:37:00.000000000,0.8055072783175897,-0.8975102180280923,0,1,0,0,2.978,21,669.08,0
T0005928,C0171,low_evening_shopper,2026-01-04 22:43:00.000000000,0.9501835346136488,-0.19373069872469906,0,1,1,0,0.0,22,665.13,0
T0001387,C0040,high_business,2026-01-05 07:47:00.000000000,0.8237787528206216,-0.3514199808851497,0,0,0,0,0.797,7,13254.11,0
T0001471,C0043,high_business,2026-01-05 08:45:00.000000000,0.9193192397541027,-0.3515395476656001,0,0,1,1,-0.064,8,10954.87,0
T0004165,C0121,high_business,2026-01-05 09:03:00.000000000,0.5219685482996878,-0.7555549473464764,0,0,0,1,-0.165,9,10345.95,0
T0001103,C0031,high_business,2026-01-05 09:10:00.000000000,0.3231364177209617,-8.82651149372671,0,1,1,1,-0.232,9,10534.5,0
T0001473,C0043,high_business,2026-01-05 09:34:00.000000000,1.026197787879578,0.14114267081172946,0,0,0,3,-0.263,9,12257.74,0
T0001470,C0043,high_business,2026-01-05 10:17:00.000000000,1.0275313690388146,0.13003533887916127,0,0,0,0,0.924,10,12133.01,0
T0001388,C0040,high_business,2026-01-05 11:30:00.000000000,0.9673382729276446,-0.06798452151367103,0,0,0,0,0.155,11,15172.08,0
T0006087,C0175,high_business,2026-01-05 12:50:00.000000000,1.2747350122324819,1.3519736526638035,0,0,1,0,1.007,12,14137.32,0
T0004164,C0121,high_business,2026-01-05 13:01:00.000000000,1.2165859695360788,0.3039247757441074,0,0,0,0,1.058,13,23273.85,0
T0003535,C0103,high_business,2026-01-05 13:12:00.000000000,0.5333428872259274,-4.152306229205677,0,1,0,2,-0.028,13,11864.19,0
T0003331,C0098,mid_weekend,2026-01-05 13:15:00.000000000,0.6550696138942159,-0.6675462982271033,0,0,0,0,0.853,13,2379.32,0
T0003534,C0103,high_business,2026-01-05 13:52:00.000000000,2.123504139380228,6.4010920397616,0,0,1,1,-0.043,13,30246.32,0
T0001900,C0055,high_business,2026-01-05 13:52:00.000000000,0.9517457635841946,-0.08515364297801202,0,1,0,0,1.127,13,14787.43,0
T0004338,C0127,high_business,2026-01-05 13:55:00.000000000,1.1978047770750297,0.949462929960143,0,1,1,0,0.0,13,14373.66,0
T0002065,C0061,high_business,2026-01-05 14:12:00.000000000,0.6220108452987294,-2.281522481269407,0,1,1,0,1.136,14,9386.06,0
T0001237,C0035,mid_weekend,2026-01-05 14:39:00.000000000,1.0022158913567232,0.015356010670900522,0,0,0,0,1.027,14,2158.77,0
T0001102,C0031,high_business,2026-01-05 14:44:00.000000000,2.7167314202391117,8.240310817147735,0,1,1,0,0.0,14,32600.78,0
T0003533,C0103,high_business,2026-01-05 14:54:00.000000000,1.1869656682819596,0.8974352077534066,0,1,1,0,0.0,14,14243.59,0
T0001472,C0043,high_business,2026-01-05 15:52:00.000000000,1.1151420485630328,0.5590503924441763,0,1,0,0,0.297,15,13020.33,0
T0001839,C0053,mid_weekend,2026-01-05 15:57:00.000000000,0.8643840411802091,-0.5242159584624673,0,1,0,0,0.9,15,2004.74,0
T0003862,C0112,high_business,2026-01-05 16:59:00.000000000,0.7883342697987532,-1.0159955049659846,0,1,1,0,0.0,16,9460.01,0
T0004637,C0136,high_business,2026-01-05 17:24:00.000000000,1.3274360634620945,1.4945204767757474,0,1,1,0,2.153,17,15147.08,0
T0004754,C0140,mid_weekend,2026-01-05 18:24:00.000000000,1.1504761188966548,0.5554066972569748,0,1,0,0,1.149,18,2547.84,0
T0005232,C0153,low_evening_shopper,2026-01-05 19:09:00.000000000,0.8725060668322488,-0.49580974009680984,0,1,1,0,0.0,19,610.75,0
T0001550,C0045,low_evening_shopper,2026-01-05 19:29:00.000000000,1.2126123131985054,0.6880690567741788,0,1,0,0,1.015,19,706.38,0
T0000712,C0020,mid_weekend,2026-01-05 19:52:00.000000000,0.8755661373456793,-2.118570852829562,0,0,0,0,1.178,19,2099.71,0
T0005110,C0150,low_evening_shopper,2026-01-05 20:32:00.000000000,0.7317913731166064,-1.4478136975453746,0,1,0,0,1.089,20,478.35,0
T0001403,C0041,mid_weekend,2026-01-05 20:41:00.000000000,1.0697045237640506,0.29043551568354437,0,1,1,0,0.0,20,2674.26,0
T0001915,C0056,mid_weekend,2026-01-05 21:28:00.000000000,1.134578176014981,0.56074240006242,0,1,1,0,0.0,21,2836.45,0
T0005929,C0171,low_evening_shopper,2026-01-05 21:48:00.000000000,1.4130762561381724,1.526382111031329,0,1,0,0,0.962,21,939.88,0
T0001104,C0031,high_business,2026-01-06 08:13:00.000000000,0.5176970099648089,-4.160854455596413,0,0,1,0,0.96,8,11165.5,0
T0001389,C0040,high_business,2026-01-06 08:29:00.000000000,0.44448886290125483,-1.2307150045476367,0,0,1,0,0.874,8,6943.06,0
T0001903,C0055,high_business,2026-01-06 09:09:00.000000000,0.8350075867496184,-0.35307624988164316,0,0,0,2,-0.128,9,12711.02,0
T0001305,C0037,high_business,2026-01-06 09:21:00.000000000,3.92269713934666,14.028946268863967,0,1,1,0,0.0,9,47072.37,0
T0001905,C0055,high_business,2026-01-06 09:52:00.000000000,0.6582775364098173,-0.7649324697831099,0,0,0,4,-0.078,9,9587.57,0
T0001306,C0037,high_business,2026-01-06 10:01:00.000000000,0.19938927420913768,-15.07465633819233,0,1,1,1,0.028,10,9385.72,0
T0006092,C0175,high_business,2026-01-06 10:02:00.000000000,1.0689188257232727,0.3007974359466695,0,0,0,4,-0.087,10,13772.48,0
T0006090,C0175,high_business,2026-01-06 10:08:00.000000000,1.0196758500690422,0.10667580460625069,0,0,0,2,-0.117,10,12373.94,0
T0003866,C0112,high_business,2026-01-06 10:12:00.000000000,1.4062172041006025,1.0524548141131942,0,0,0,3,-0.057,10,23972.78,0
T0001901,C0055,high_business,2026-01-06 10:45:00.000000000,0.7678942186686637,-0.4448106918119926,0,1,0,0,0.87,10,11834.95,0
T0002066,C0061,high_business,2026-01-06 10:56:00.000000000,1.4012760678004261,1.9643208681664488,0,0,0,0,0.864,10,17148.77,0
T0001840,C0053,mid_weekend,2026-01-06 11:04:00.000000000,1.202451060007832,0.7294992927163154,0,1,0,0,0.797,11,2599.7,0
T0003864,C0112,high_business,2026-01-06 11:07:00.000000000,2.2377297683373802,6.102476600419999,0,1,0,1,-0.053,11,27582.14,0
T0005720,C0166,high_business,2026-01-06 11:27:00.000000000,0.9433712109059668,-0.34338661803402937,0,0,1,0,1.937,11,14301.08,0
T0003865,C0112,high_business,2026-01-06 11:34:00.000000000,0.9164596125268308,-0.19232573450648005,0,1,1,2,0.019,11,15956.79,0
T0005040,C0148,high_business,2026-01-06 11:41:00.000000000,0.46302210746770506,-3.20220369233345,0,0,0,0,1.906,11,5736.02,0
T0001904,C0055,high_business,2026-01-06 11:44:00.000000000,0.7464174666358169,-0.5611479581182197,0,0,0,2,0.108,11,11154.15,0
T0001475,C0043,high_business,2026-01-06 11:55:00.000000000,0.8501076203819719,-0.730921298630698,0,1,0,1,-0.011,11,9712.06,0
T0001307,C0037,high_business,2026-01-06 12:05:00.000000000,0.5988027370410878,-4.530166276004155,0,0,1,0,0.086,12,16903.63,0
T0006091,C0175,high_business,2026-01-06 12:08:00.000000000,1.5943232580948583,3.4229885003816922,0,0,0,2,0.083,12,19389.67,0
T0001474,C0043,high_business,2026-01-06 12:11:00.000000000,0.6659824917474487,-1.9766324286444896,0,0,0,0,1.109,12,7989.77,0
T0001902,C0055,high_business,2026-01-06 12:13:00.000000000,1.1725900820886879,0.3406288578242462,0,0,0,0,0.061,12,17472.97,0
T0003867,C0112,high_business,2026-01-06 12:19:00.000000000,0.6873632297817269,-0.8859541147850549,0,1,0,2,0.088,12,12669.97,0
T0003863,C0112,high_business,2026-01-06 12:23:00.000000000,1.605905357025511,2.292748594549724,0,1,0,0,0.808,12,15191.88,0
T0004339,C0127,high_business,2026-01-06 12:31:00.000000000,0.6110176153402848,-2.23643980100853,0,1,0,0,0.942,12,8782.56,0
T0004184,C0122,mid_weekend,2026-01-06 12:54:00.000000000,2.476630111937938,6.152625466408076,0,1,1,0,0.0,12,6191.58,0
T0006089,C0175,high_business,2026-01-06 12:57:00.000000000,1.1431513566895088,0.7370478714110539,0,1,0,1,-0.008,12,13628.46,0
T0006088,C0175,high_business,2026-01-06 13:08:00.000000000,1.1953159934611877,0.9640102335358166,0,0,0,0,1.012,13,13863.54,0
T0005721,C0166,high_business,2026-01-06 13:28:00.000000000,2.824472201264315,28.263719161816066,0,1,1,0,0.084,13,42009.47,0
T0003536,C0103,high_business,2026-01-06 13:42:00.000000000,0.6294519409326453,-0.8527475842696823,0,1,1,0,1.021,13,11824.06,0
T0003868,C0112,high_business,2026-01-06 13:53:00.000000000,0.4761038647407331,-1.4496732881856893,0,0,1,0,0.065,13,8318.61,0
T0004956,C0146,mid_weekend,2026-01-06 15:07:00.000000000,0.4135923389457256,-2.44336525439281,0,1,1,0,0.0,15,1033.98,0
T0004463,C0131,mid_weekend,2026-01-06 16:51:00.000000000,0.9650067388548857,-0.1458052547713093,0,1,1,0,0.0,16,2412.52,0
T0005111,C0150,low_evening_shopper,2026-01-06 18:07:00.000000000,3.50696409922365,11.809090292333526,0,0,0,0,0.899,18,2138.68,0
T0000282,C0009,low_evening_shopper,2026-01-06 19:29:00.000000000,0.7945928084560904,-0.798805744892982,0,1,1,0,0.0,19,556.21,0
T0005233,C0153,low_evening_shopper,2026-01-06 19:42:00.000000000,1.4275720750388559,1.450785892420104,0,1,1,0,1.023,19,871.9,0
T0003376,C0099,low_evening_shopper,2026-01-06 19:46:00.000000000,0.9956628151437016,-0.01686682999671613,0,1,1,0,0.0,19,696.96,0
T0005343,C0156,low_evening_shopper,2026-01-06 19:49:00.000000000,0.8227113322674309,-0.6894559300711023,0,1,1,0,0.0,19,575.9,0
T0001238,C0035,mid_weekend,2026-01-06 19:59:00.000000000,1.5162162942123243,4.001279080821049,0,1,0,0,1.222,19,3267.37,0
T0004957,C0146,mid_weekend,2026-01-06 20:00:00.000000000,2.9934760025818354,3.435360010583319,0,1,1,0,0.203,20,3095.2,0
T0005810,C0168,low_evening_shopper,2026-01-06 20:01:00.000000000,0.2540804027604931,-9.529581234400524,0,1,0,0,2.043,20,584.29,0
T0000765,C0021,low_evening_shopper,2026-01-06 20:08:00.000000000,1.010529326254174,0.05417489448586568,0,0,0,1,0.0,20,935.88,0
T0000764,C0021,low_evening_shopper,2026-01-06 20:08:00.000000000,0.7692278868777105,-1.342230297769151,0,0,1,0,2.013,20,805.33,0
T0001404,C0041,mid_weekend,2026-01-06 20:11:00.000000000,0.9006280881827157,-0.44291076502513077,0,1,0,0,0.979,20,2408.51,0
T0004371,C0128,mid_weekend,2026-01-06 20:21:00.000000000,0.7784834835550825,-0.9229854851871566,0,1,1,0,0.0,20,1946.21,0
T0000418,C0012,low_evening_shopper,2026-01-06 20:26:00.000000000,1.354514059413035,1.1630362510626002,0,1,0,0,2.013,20,799.86,0
T0004122,C0120,low_evening_shopper,2026-01-06 20:42:00.000000000,1.4320171994845947,1.6800668868845345,0,1,1,0,0.0,20,1002.41,0
T0004806,C0141,low_evening_shopper,2026-01-06 21:19:00.000000000,1.2297469609577665,0.8934604037246471,0,1,1,0,0.0,21,860.82,0
T0004050,C0117,low_evening_shopper,2026-01-06 21:35:00.000000000,0.7710861714024154,-0.8902204445461621,0,1,1,0,0.0,21,539.76,0
T0001287,C0036,low_evening_shopper,2026-01-06 23:31:00.000000000,1.289655194629678,1.1264368680043029,0,1,1,0,0.0,23,902.76,0
T0002067,C0061,high_business,2026-01-07 08:57:00.000000000,0.9828591774531995,-0.07243110120445657,0,1,0,0,0.917,8,13637.07,0
T0003869,C0112,high_business,2026-01-07 09:11:00.000000000,0.7968287567449324,-0.49268304584980993,0,0,0,0,0.804,9,12880.42,0
T0000584,C0016,high_business,2026-01-07 09:37:00.000000000,0.8194057583493012,-0.8668523599233544,0,1,1,0,0.0,9,9832.87,0
T0001909,C0055,high_business,2026-01-07 09:51:00.000000000,0.7496136734010665,-0.6017400026805667,0,0,0,3,-0.009,9,10298.33,0
T0005042,C0148,high_business,2026-01-07 09:55:00.000000000,0.637344883929705,-0.48417297777937107,0,0,0,1,-0.122,9,10053.56,0
T0001016,C0028,high_business,2026-01-07 10:01:00.000000000,2.2531731344774935,6.015231045491968,0,1,1,0,0.0,10,27038.08,0
T0005722,C0166,high_business,2026-01-07 10:03:00.000000000,0.5157444450313198,-0.8903252853695574,0,0,0,0,0.858,10,11169.69,0
T0001908,C0055,high_business,2026-01-07 10:04:00.000000000,0.8184812147405645,-0.4286737801661644,0,0,0,2,-0.233,10,11392.15,0
T0004638,C0136,high_business,2026-01-07 10:18:00.000000000,0.9995118706932548,-0.0025927342579387187,0,1,0,0,1.704,10,13272.45,0
T0006093,C0175,high_business,2026-01-07 10:21:00.000000000,1.1358732309770434,0.623304428239297,0,0,0,0,1.013,10,14726.85,0
T0004245,C0124,high_business,2026-01-07 10:23:00.000000000,0.547489588704691,-2.172049974217483,0,1,1,0,0.0,10,6569.88,0
T0003870,C0112,high_business,2026-01-07 10:34:00.000000000,0.7432068790639114,-0.6391783116598967,0,0,0,0,0.058,10,11708.54,0
T0004639,C0136,high_business,2026-01-07 10:59:00.000000000,0.6907321671038877,-2.6919072278549008,0,0,0,1,0.028,10,9170.69,0
T0001017,C0028,high_business,2026-01-07 11:02:00.000000000,0.4675395468284376,-5.758682823637804,0,1,1,0,0.042,11,12641.37,0
T0001405,C0041,mid_weekend,2026-01-07 11:06:00.000000000,0.9289227306344582,-0.3010582085293557,0,1,0,0,0.622,11,2360.75,0
T0001906,C0055,high_business,2026-01-07 11:16:00.000000000,0.8237290901205335,-0.39072116645796745,0,0,0,0,1.058,11,11624.61,0
T0000586,C0016,high_business,2026-01-07 11:51:00.000000000,1.2984737087127816,1.0911333654106485,0,1,1,1,-0.051,11,11867.11,0
T0004640,C0136,high_business,2026-01-07 11:54:00.000000000,0.6425550667775721,-1.9768799985556453,0,1,0,1,0.038,11,7871.46,0
T0004085,C0118,high_business,2026-01-07 11:57:00.000000000,1.8142917502182105,3.948164575077721,0,0,1,0,3.874,11,21991.88,0
T0003104,C0091,high_business,2026-01-07 12:08:00.000000000,1.0113177234016781,0.054325072328055106,0,1,1,0,0.0,12,12135.81,0
T0003105,C0091,high_business,2026-01-07 12:21:00.000000000,1.0921899741404066,0.44752010288705135,0,1,1,1,0.009,12,13254.61,0
T0003537,C0103,high_business,2026-01-07 12:33:00.000000000,1.0657539023080407,0.14584008595229872,0,1,0,0,0.952,12,18165.28,0
T0002068,C0061,high_business,2026-01-07 12:40:00.000000000,1.1345510265800058,0.6532811945826767,0,0,0,0,0.155,12,15674.32,0
T0005041,C0148,high_business,2026-01-07 12:51:00.000000000,4.032873755678603,11.488428746198675,0,0,0,0,1.049,12,46127.67,0
T0000585,C0016,high_business,2026-01-07 13:05:00.000000000,0.8589234277757,-0.5548749871141081,0,0,0,0,0.144,13,8445.68,0
T0001910,C0055,high_business,2026-01-07 13:37:00.000000000,0.8645366605351773,-0.3274247562939556,0,0,0,1,0.157,13,11678.9,0
T0004185,C0122,mid_weekend,2026-01-07 13:38:00.000000000,0.31036629086129586,-7.116531709418185,0,1,1,0,1.031,13,1921.66,0
T0001018,C0028,high_business,2026-01-07 13:39:00.000000000,0.5281892255887471,-3.7442382337055236,0,1,0,0,0.109,13,10479.13,0
T0004958,C0146,mid_weekend,2026-01-07 13:45:00.000000000,1.0238660734728213,0.08212271533023113,0,0,0,0,0.74,13,2113.86,0
T0000487,C0014,mid_weekend,2026-01-07 13:50:00.000000000,0.965604314823664,-0.12586329706449154,0,0,0,2,-0.163,13,2120.05,0
T0000912,C0025,high_business,2026-01-07 13:51:00.000000000,2.479831950719458,7.1031933634534,0,1,1,0,0.0,13,29757.98,0
T0001390,C0040,high_business,2026-01-07 14:13:00.000000000,0.6368755433335028,-0.7407147514423575,0,0,0,0,1.239,14,9334.17,0
T0004464,C0131,mid_weekend,2026-01-07 14:23:00.000000000,1.4179943019284436,1.6806971590162159,0,0,1,0,0.897,14,3420.94,0
T0003122,C0092,mid_weekend,2026-01-07 14:53:00.000000000,1.2470084510866732,1.0292018795278053,0,1,1,0,0.0,14,3117.52,0
T0000610,C0017,mid_weekend,2026-01-07 15:20:00.000000000,1.1337751737264694,0.5573965571936227,0,1,1,0,0.0,15,2834.44,0
T0001907,C0055,high_business,2026-01-07 15:40:00.000000000,1.0128724233639599,0.029178906164352043,0,0,0,0,0.183,15,14083.87,0
T0002607,C0077,mid_weekend,2026-01-07 15:47:00.000000000,0.9640214857295998,-0.1499104761266676,0,1,1,0,0.0,15,2410.05,0
T0001239,C0035,mid_weekend,2026-01-07 16:19:00.000000000,0.8947004989498701,-0.5069809078803609,0,0,0,0,0.847,16,2093.92,0
T0003332,C0098,mid_weekend,2026-01-07 16:21:00.000000000,0.751642494715437,-0.4794019779226209,0,1,0,0,2.129,16,2541.75,0
T0000485,C0014,mid_weekend,2026-01-07 16:44:00.000000000,0.6203313958149043,-1.581952517437899,0,1,1,0,0.0,16,1550.83,0
T0004166,C0121,high_business,2026-01-07 16:56:00.000000000,0.7370760519976925,-0.4021333577893117,0,0,0,0,2.328,16,13611.91,0
T0001240,C0035,mid_weekend,2026-01-07 17:32:00.000000000,1.1128221660222355,0.5675708163059657,0,0,0,0,0.051,17,2565.22,0
T0000486,C0014,mid_weekend,2026-01-07 17:45:00.000000000,1.831474236754131,2.149123224457593,0,1,1,0,0.042,17,2840.3,0
T0003888,C0113,mid_weekend,2026-01-07 18:00:00.000000000,1.1331186167966187,0.5546609033192446,0,1,1,0,0.0,18,2832.8,0
T0004711,C0138,low_evening_shopper,2026-01-07 18:01:00.000000000,1.4570308651111483,1.7773422532100212,0,1,1,0,0.0,18,1019.92,0
T0004186,C0122,mid_weekend,2026-01-07 18:36:00.000000000,0.5497855674891664,-3.043911609105225,0,0,0,0,0.207,18,2230.27,0
T0004372,C0128,mid_weekend,2026-01-07 18:58:00.000000000,0.7569164193187133,-0.7884856361825457,0,1,1,0,0.942,18,1473.12,0
T0001551,C0045,low_evening_shopper,2026-01-07 19:14:00.000000000,1.0198610825541503,0.07110855621592502,0,1,1,0,1.99,19,657.25,0
T0003151,C0093,low_evening_shopper,2026-01-07 19:28:00.000000000,1.38537626911789,1.3275228662077003,0,1,1,0,3.953,19,859.01,0
T0004807,C0141,low_evening_shopper,2026-01-07 19:33:00.000000000,0.7561090146929518,-1.1663718810579806,0,0,1,0,0.926,19,650.88,0
T0004312,C0126,low_evening_shopper,2026-01-07 20:01:00.000000000,3.848898252643293,11.079048760279473,0,1,1,0,0.0,20,2694.23,0
T0001167,C0033,low_evening_shopper,2026-01-07 20:27:00.000000000,2.831319494258929,7.121798033229168,0,1,1,0,0.0,20,1981.92,0
